accordion,banjo,bass,cello,clarinet,cymbals,drums,flute,guitar,mallet_percussion,mandolin,organ,piano,saxophone,synthesizer,trombone,trumpet,ukulele,violin,voice
0.006328751,0.00034386604,7.6233075e-05,0.0096666645,0.0005272836,0.0002527442,1.9050145e-05,0.024628576,0.0018380318,0.035828616,0.0003008839,0.121911764,0.0012097032,5.513234e-06,0.00027131935,1.3243029e-05,0.0001507766,4.0356113e-05,0.32663378,0.00045138315
8.497149e-05,0.036685336,0.01093283,0.0003436764,0.00033048558,0.0007239787,0.0016541035,0.00048138076,0.0073330905,0.0011676041,0.097846545,3.065594e-05,0.0006487061,0.0005795203,0.0028002143,7.890188e-05,8.5848165e-05,0.30839974,9.591098e-06,9.016287e-05
1.9342073e-05,0.00084996334,0.040139325,0.0011142392,2.3414463e-05,0.0003673461,4.8426158e-05,5.2754767e-06,0.9350729,1.2892561e-05,0.00043073384,3.0432671e-05,0.0007054019,9.796321e-05,0.00015835541,6.955002e-05,1.3563022e-05,0.0043261955,2.3431407e-06,7.490049e-05
0.0006923642,0.0018336881,0.005289617,0.00019650989,6.0954302e-05,0.7321235,0.4036668,0.0008374873,0.02685411,0.0005884607,0.00069926714,0.00025100508,0.00015482935,0.00011697142,0.0005081262,9.1739224e-05,0.0001077521,0.0003995904,8.057574e-05,0.0032483032
0.032096967,0.0128441565,6.3924716e-05,0.0012241575,0.00414972,0.018207699,9.926389e-05,0.00043587378,0.0012698615,0.000114133596,0.0007546401,0.0005729724,5.048299e-05,0.0898598,1.4088072e-05,0.0048918007,0.040164497,0.00011779872,0.037000656,0.0001777314
9.514806e-05,2.4952045e-05,5.1620005e-05,2.7188962e-06,1.6614005e-07,0.00036814873,1.6127733e-05,3.859553e-06,0.0010022484,5.118998e-06,3.6507555e-07,1.8224791e-06,4.6220215e-05,1.2001493e-06,0.0029717898,2.2392978e-06,1.20068535e-05,3.0550427e-07,0.00033484504,0.98711294
4.4711282e-06,5.1471066e-05,0.007275058,0.00033440863,1.4387938e-05,0.003391372,0.53934276,2.202063e-05,0.00021431972,0.00015136779,1.42269755e-05,2.9719104e-05,2.2328139e-05,4.5577366e-05,0.011863345,0.0069696703,0.0032445227,5.689549e-05,4.6524656e-06,0.002097536
0.0002495207,4.3369713e-05,0.005457307,0.6746339,0.009602847,2.5812553e-05,7.560756e-05,0.00049210986,0.001163643,1.8890798e-05,2.1533911e-05,0.0029159868,5.049267e-05,0.0021670402,1.3004933e-05,0.006374078,0.00253887,2.9759545e-05,0.010930768,1.2486302e-05
0.0009277624,0.0013607596,0.00091460196,0.34248513,0.0012226304,0.00012506412,5.0356244e-05,0.0007950099,0.0013002036,0.000817389,0.0006120632,0.0032789225,0.0013002979,0.0003923293,1.6378548e-05,0.0006040896,0.0008131586,0.0001854707,0.3391935,9.708003e-05
0.009938112,0.0182917,1.1219551e-05,0.00050187483,8.896149e-05,0.00013683435,7.519577e-07,0.0037745903,0.00021551683,0.00081802753,0.010490819,8.115648e-05,9.168842e-05,0.00021615355,0.00017074004,1.0317331e-05,0.00043747723,0.00057772984,0.9411527,0.00042616358
3.6844244e-06,3.308549e-06,0.3298881,0.05973016,0.00031280183,2.4340166e-06,3.8206847e-05,9.229207e-06,0.00035249454,3.9026196e-05,1.2088991e-06,0.00017335526,5.383639e-07,7.3844703e-06,0.00019502724,0.0005271957,1.00949155e-05,3.5746576e-05,4.0310426e-09,5.9065997e-07
4.1854997e-07,5.0969385e-05,2.06039e-06,0.00021941379,1.8384991e-06,5.9056305e-07,2.4461357e-09,2.3338857e-06,6.4720574e-05,0.00023353631,7.91838e-07,2.15092e-05,0.9895415,1.3577555e-07,2.3460432e-06,1.15233315e-05,9.738676e-07,1.5448212e-06,5.8371675e-06,3.6018218e-06
0.0009921055,0.3385183,2.7378923e-05,7.287018e-05,1.1787027e-05,0.0011925817,8.242005e-06,0.0005202985,0.00039312788,0.0051307557,0.12161547,0.00042929256,0.001398043,9.061798e-06,1.7623015e-05,1.0117826e-05,9.350074e-05,0.03442428,0.0005100673,0.014491718
0.039847083,0.0004072164,3.40291e-05,0.00038166033,0.0006225155,4.0877578e-05,8.6962905e-07,0.0005997079,0.00015534664,0.00051901315,1.1701871e-05,0.11919117,0.00011792392,6.509145e-05,0.00011343908,0.0008533591,0.0034888329,1.03875955e-05,0.00019863236,0.00013135906
1.31414245e-05,2.5124753e-05,0.0061223344,0.79658794,0.00039210662,7.787562e-07,4.892178e-06,8.290035e-06,0.00021317252,2.7425945e-06,5.4098746e-06,0.00027905684,1.9455625e-05,6.577501e-05,1.5810438e-06,0.0008882441,5.8523194e-05,1.760098e-05,0.0003752123,9.4165983e-07
1.1818374e-05,1.5287702e-05,0.00013146306,1.1930878e-06,3.6352702e-08,0.00065718,0.00014832575,3.2151893e-06,0.00469422,3.6384483e-06,5.153209e-07,1.3425033e-06,0.00026971407,5.1897043e-08,0.005016723,1.9668413e-07,4.3597544e-07,1.4088164e-06,9.2496506e-05,0.98964137
0.0028127346,0.00014111205,3.6288461e-06,0.0022648587,5.3018673e-05,2.3187058e-05,3.139106e-07,0.0027770055,0.00022550685,0.00011606977,8.662693e-05,0.00018620853,6.184881e-05,1.7687806e-05,7.198338e-05,5.3626013e-06,0.00013204147,2.6766775e-06,0.9695412,0.0015554915
0.014625659,0.00068500836,0.00045602975,0.3634507,0.0017999979,0.00017130606,1.5670545e-05,0.0015046119,0.0035915612,0.00036628215,0.00039514137,0.010695957,0.0019254513,0.0004794549,0.00011134975,0.00020757629,0.00045015698,0.000101628095,0.84849477,0.00091258844
0.0029829084,0.00018323584,0.00015251931,0.00094895804,0.049563356,0.0002077337,4.085404e-05,0.0024090619,0.00019167332,1.5161257e-05,3.541142e-05,4.0024166e-05,5.501034e-06,0.4524594,0.00018615564,0.052754432,0.2535315,1.8149454e-05,0.0049214433,2.0139832e-05
4.348978e-05,3.768141e-05,0.0005269136,3.9651783e-05,5.680825e-07,0.0007211424,1.784e-05,2.369482e-05,0.9934168,4.8384987e-05,7.0507296e-05,7.1074486e-05,0.0010228949,2.070882e-06,0.0013816903,1.1815308e-05,1.6054322e-05,0.00019979256,0.00016010554,0.00069305795
1.9695078e-06,7.0189562e-06,0.7548942,0.00043831667,0.00012565164,0.00057292543,5.0214494e-05,1.9267688e-06,0.00010673692,0.0006589948,3.288415e-07,7.323861e-06,1.2920619e-06,0.00022175294,0.00026648218,0.00016707218,1.5376849e-05,4.2599695e-06,8.986904e-11,1.5153028e-06
0.009015183,1.6827693e-05,0.000763726,0.09772537,0.16866168,3.306591e-05,3.4475423e-05,0.118183605,0.0008066554,0.0006951851,1.49306625e-05,0.042133234,5.3327378e-05,0.0035786987,0.00012969524,0.0058937697,0.017501578,8.008465e-06,0.06419427,0.00011723763
2.1640433e-07,1.8875497e-06,1.170335e-06,9.8791825e-05,1.5192096e-06,1.3014194e-07,6.576518e-10,5.5723615e-07,1.2792023e-05,0.00015687896,7.9441405e-09,2.085174e-05,0.99762374,1.0148396e-07,5.7327134e-06,5.6272635e-05,2.7306155e-06,2.8582969e-08,1.5072562e-06,2.089482e-06
3.2496373e-05,0.0005372941,0.0003802949,0.00030577017,1.8011186e-05,0.00013126127,5.47756e-06,0.00029249504,0.00011470236,0.7593845,0.00054560805,0.00041573387,0.068838745,1.049834e-05,0.0092180455,2.3742117e-05,3.6640133e-05,0.00041193623,0.00068679824,5.7417918e-05
0.00077667664,1.9623349e-05,0.020272588,0.00013087134,3.7542097e-05,3.2458123e-05,0.00018204382,0.00026603517,0.00027879915,0.0013499516,6.7520555e-06,0.017317662,3.3407112e-05,1.0989513e-05,0.6688633,0.0006864223,0.00041892103,3.6194117e-05,1.6914178e-06,0.0017744682
4.468798e-05,3.3512254e-06,0.0007894345,0.00078675343,0.03270702,2.3588022e-05,2.6342213e-05,0.2144073,0.00029854735,0.0010913205,6.667203e-06,0.0013621516,1.1921214e-05,0.000366988,0.00026039663,0.0025867375,0.0100887865,5.7468906e-06,0.00037888234,2.7164726e-05
7.701981e-07,0.00017627557,2.9972643e-05,4.461855e-06,2.0727588e-05,0.001179252,0.0012569795,0.0019327428,5.1935895e-06,0.065148585,0.00027044408,8.415823e-05,3.7481608e-05,3.422844e-06,0.00018301235,7.661875e-05,0.00031102358,0.00018278616,1.4176563e-06,2.1225958e-05
8.174466e-06,0.018152524,0.0019915446,8.141997e-05,1.199423e-05,0.00017813926,0.013882337,0.00055502955,0.00044842137,0.0007397474,0.17481038,1.2316062e-05,0.00022630012,7.558642e-06,0.03429919,1.7540271e-05,2.9078145e-05,0.23078415,1.9384248e-05,0.00058012875
2.0462676e-06,4.9818183e-05,0.8119041,0.00014593032,4.8266225e-05,0.000934288,2.007816e-05,5.867367e-07,0.0014315642,8.997023e-05,7.444925e-07,1.959466e-06,2.353497e-05,0.00040265755,0.00015643994,8.611448e-05,5.4062125e-06,1.3736003e-05,1.6790325e-10,9.695302e-06
0.0051298235,0.00019361151,0.093299374,0.018579742,0.16490144,0.0011953481,0.0007092495,0.015510048,0.0033995109,0.0021605191,6.500045e-05,0.001580666,0.00076738856,0.34970236,0.036423787,0.16242035,0.17250459,0.00020708583,0.00059685676,0.00032967402
0.0017975167,9.750533e-05,0.0006010128,0.44174126,0.012452316,4.8365288e-05,5.366622e-05,0.0031642835,0.0013687543,0.00015315003,6.1867926e-05,0.005236315,0.004465119,0.001334066,0.00011136184,0.0042591207,0.004514541,2.8226645e-05,0.3287118,0.001199164
0.008279463,0.47382772,8.072971e-05,0.00039756508,0.00090556993,0.00046809376,4.9683636e-05,0.00416073,0.0003381773,0.000950739,0.4586421,5.7448648e-05,0.0012866319,0.002709272,9.1799084e-05,8.803681e-05,0.0011495327,0.2165541,0.027830964,0.001032774
1.0498303e-06,1.2558875e-05,8.739417e-06,5.692795e-06,7.970787e-06,0.00397755,9.315712e-05,0.001059585,6.1235487e-06,0.15799464,4.191738e-06,0.00052752165,0.00043524077,4.7473813e-07,3.7818714e-05,7.437726e-06,3.423648e-05,1.2693959e-06,2.0621355e-06,0.00035131196
0.00020101223,1.3174615e-05,0.00043318447,0.056374066,0.013259013,3.6199488e-06,1.0463546e-05,0.0020697538,9.093593e-05,0.00017193396,9.318019e-07,0.07711777,0.029137284,2.7767084e-05,0.00011490982,0.075605385,0.017684137,4.3156756e-06,0.00010233957,0.00015971718
4.827083e-05,4.14556e-07,0.0030841643,1.7589372e-07,2.1015414e-07,4.7798105e-05,4.1112467e-06,1.7423354e-05,4.240596e-05,0.0005631174,9.358436e-08,0.0010554639,9.794863e-05,4.811131e-07,0.973056,4.3405607e-06,3.813384e-06,2.37357e-07,6.492756e-08,0.0009740977
0.0013017637,0.00059920026,0.00027164264,0.006672008,0.05267314,0.00025509542,2.5617253e-05,0.005103228,0.0012538395,5.920826e-05,0.00045460835,3.8967213e-05,6.938018e-05,0.22805001,5.9527e-05,0.0024778931,0.015356918,0.00023600436,0.021958917,1.0118472e-05
3.5715737e-05,4.2463853e-06,7.1093804e-05,2.2132126e-05,0.021003213,5.6228277e-05,1.3469277e-06,0.7727688,9.077382e-05,0.00032291608,2.159571e-05,3.50302e-05,2.7806354e-05,0.00019121477,8.590299e-06,2.0155645e-05,0.0008989632,2.781128e-06,0.0046723126,1.6959242e-06
0.0004620296,6.1056176e-06,7.160948e-05,7.772689e-05,0.0022266367,0.00037249882,0.0011322692,7.800243e-05,5.226408e-05,1.4435904e-05,6.184204e-08,2.9060264e-05,5.7914776e-06,0.034997083,0.00023936486,0.5606068,0.8061225,7.489555e-08,0.00030629593,0.0066735884
0.00012728373,0.0070203794,0.0108483,0.001959703,0.0001366496,0.0029308018,0.0009782712,0.0006792807,0.78922844,0.0010106498,0.023796499,0.00033900366,0.0060095605,0.00010260016,0.000946847,0.000127914,7.42556e-05,0.057094805,0.00019026705,0.0010467482
0.0021171102,0.6037637,1.7608569e-05,2.1511047e-05,1.8120605e-05,0.00035684832,7.302756e-06,0.00058896263,7.94595e-05,0.0022067104,0.44467384,6.619307e-05,0.00089306175,2.7991557e-05,1.5868118e-05,3.5924259e-06,6.015196e-05,0.21069628,0.00056864443,0.00068582065
0.0035207174,0.0001228818,0.0025868458,0.12125868,0.011752396,0.0006799968,0.00076402846,0.0006653322,0.0019181016,0.0003751631,2.2018487e-05,0.001163342,0.004122715,0.02953652,0.0011273597,0.12994401,0.15127622,1.0655631e-05,0.2829618,0.010681774
0.0003464872,4.8823833e-05,0.10465665,0.67679185,0.020816786,2.5307827e-05,0.00014917948,0.0005553693,0.00092139764,0.00024984326,1.974145e-05,0.0022100306,0.0001013834,0.0043375134,0.00029776138,0.016352057,0.0026919409,9.3059454e-05,0.00045666183,8.1689126e-05
0.001679438,0.1400532,0.0006029558,0.00024579916,0.0003857123,0.00014909856,3.0499144e-05,0.0005657754,0.0012176179,0.0055529997,0.108030446,0.0003476345,0.0003601086,0.00041497778,8.598015e-05,0.00013603504,0.00051593484,0.25006878,5.85683e-05,5.7238663e-05
0.0033901825,0.0013270279,0.00037181072,0.017025547,0.029011954,0.00022215312,0.00014054053,0.0018682524,0.0007399561,0.000301641,0.00019439879,0.0022025178,0.00030765802,0.04449977,0.00012031326,0.4466147,0.5843124,0.00013508908,0.019761804,0.0007804705
0.00021558939,9.957247e-05,4.490011e-05,5.85741e-08,5.554468e-05,0.9810434,0.0013185204,0.00039847606,0.00044098025,7.2550254e-05,3.33529e-06,1.2649542e-05,2.5391324e-05,0.00035264058,4.4871365e-07,1.4470254e-06,2.0885433e-05,2.8870576e-07,5.7018843e-07,0.0009510738
0.0020257728,0.0009044351,0.0006952132,0.00085651985,0.0012188427,0.0002459236,6.5653717e-06,0.013923909,0.062101405,0.04849164,0.00074672885,0.05086976,0.00542105,8.2128325e-05,0.001117263,0.0004176254,0.0011082143,0.00097251334,0.0012287362,0.000292308
3.1926746e-05,0.090695195,0.004708531,0.00065294444,0.00010168838,0.0004255589,0.0023757096,0.0001434102,0.0042792307,0.0006386236,0.23626506,1.1036165e-05,0.00075161783,0.0002246461,0.00085919566,6.6507346e-05,5.152155e-05,0.5193315,1.5054236e-05,9.6976866e-05
4.770323e-06,0.0010805725,0.0012449032,0.00013136143,2.6459109e-05,2.1931542e-06,3.191944e-05,0.0005315611,2.3910006e-05,0.0056734793,0.0020416512,9.289304e-05,0.00034998718,3.3895708e-06,0.009300526,2.8042428e-05,3.8048205e-05,0.0064456016,1.9823085e-06,2.5189745e-05
